ip,msg,score
116.3.39.158,MSG,0
116.3.39.228,MSG,0
116.3.39.243,MSG,0
116.3.4.147,MSG,0
116.3.4.174,MSG,0
116.3.48.143,MSG,0
116.3.48.37,MSG,0
116.3.48.73,MSG,0
116.3.49.151,MSG,0
116.3.49.156,MSG,0
116.3.49.36,MSG,0
116.3.5.133,MSG,0
116.3.5.162,MSG,0
116.3.5.46,MSG,0
116.3.50.220,MSG,0
116.3.50.42,MSG,0
116.3.51.194,MSG,0
116.3.51.239,MSG,0
116.3.51.75,MSG,0
116.3.51.89,MSG,0
116.3.52.23,MSG,0
116.3.52.249,MSG,0
116.3.52.25,MSG,0
116.3.52.42,MSG,0
116.3.53.126,MSG,0
116.3.53.224,MSG,0
116.3.54.117,MSG,0
116.3.54.138,MSG,0
116.3.54.92,MSG,0
116.3.54.95,MSG,0
116.3.55.78,MSG,0
116.3.56.139,MSG,0
116.3.56.175,MSG,0
116.3.56.186,MSG,0
116.3.56.187,MSG,0
116.3.56.213,MSG,0
116.3.56.229,MSG,0
116.3.56.27,MSG,0
116.3.56.75,MSG,0
116.3.57.137,MSG,0
116.3.57.165,MSG,0
116.3.57.179,MSG,0
116.3.58.164,MSG,0
116.3.59.8,MSG,0
116.3.6.203,MSG,0
116.3.6.253,MSG,0
116.3.6.59,MSG,0
116.3.60.98,MSG,0
116.3.61.144,MSG,0
116.3.61.35,MSG,0
116.3.62.166,MSG,0
116.3.63.219,MSG,0
116.3.65.239,MSG,0
116.3.65.240,MSG,0
116.3.66.112,MSG,0
116.3.66.23,MSG,0
116.3.67.125,MSG,0
116.3.67.16,MSG,0
116.3.67.244,MSG,0
116.3.68.212,MSG,0
116.3.68.216,MSG,0
116.3.68.244,MSG,0
116.3.69.148,MSG,0
116.3.69.207,MSG,0
116.3.72.215,MSG,0
116.3.72.48,MSG,0
116.3.73.162,MSG,0
116.3.73.182,MSG,0
116.3.73.230,MSG,0
116.3.73.231,MSG,0
116.3.74.182,MSG,0
116.3.75.119,MSG,0
116.3.75.65,MSG,0
116.3.76.114,MSG,0
116.3.76.164,MSG,0
116.3.77.116,MSG,0
116.3.77.137,MSG,0
116.3.77.170,MSG,0
116.3.77.2,MSG,0
116.3.77.215,MSG,0
116.3.79.111,MSG,0
116.3.79.127,MSG,0
116.3.79.20,MSG,0
116.3.8.81,MSG,0
116.3.81.217,MSG,0
116.3.81.253,MSG,0
116.3.81.26,MSG,0
116.3.81.31,MSG,0
116.3.82.149,MSG,0
116.3.82.184,MSG,0
116.3.83.16,MSG,0
116.3.83.88,MSG,0
116.3.84.44,MSG,0
116.3.85.41,MSG,0
116.3.85.62,MSG,0
116.3.86.166,MSG,0
116.3.86.73,MSG,0
116.3.87.164,MSG,0
116.3.88.172,MSG,0
116.3.88.28,MSG,0
116.3.89.20,MSG,0
116.3.91.205,MSG,0
116.3.91.220,MSG,0
116.3.91.57,MSG,0
116.3.91.64,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",4044
116.3.91.64,":'SQL Comment Sequence Detected.',",3945
116.3.91.64,":'SQL Injection Attack',",4044
116.3.91.78,MSG,0
116.3.92.187,MSG,0
116.3.92.235,MSG,0
116.3.92.47,MSG,0
116.3.92.6,MSG,0
116.3.92.67,MSG,0
116.3.93.154,MSG,0
116.3.94.139,MSG,0
116.3.97.5,MSG,0
116.3.98.113,MSG,0
116.3.98.64,MSG,0
116.3.99.160,MSG,0
116.30.95.144,":'Possible XSS Attack Detected - HTML Tag Handler',",7
116.30.95.144,":'Remote Command Execution: Wildcard bypass technique attempt',",7
116.31.115.64,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1708
116.31.115.64,":'PHP Injection Attack: PHP Open Tag Found',",1708
116.31.115.64,":'Path Traversal Attack (/../)',",610
116.31.115.64,":'SQL Comment Sequence Detected.',",610
116.31.119.32,MSG,0
116.5.239.156,MSG,0
117.136.41.74,MSG,0
117.136.41.81,MSG,0
117.136.50.200,MSG,0
117.136.62.95,MSG,0
117.136.86.220,":'Detects MySQL UDF injection and other data/structure manipulation attempts',",2
117.136.86.220,":'Detects SQL benchmark and sleep injection attempts including conditional queries',",2
117.136.86.220,":'IE XSS Filters - Attack Detected.',",2
117.136.86.220,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
117.136.86.220,":'PHP Injection Attack: Low-Value PHP Function Call Found',",3
117.136.86.220,":'Possible XSS Attack Detected - HTML Tag Handler',",2
117.136.86.220,":'Remote Command Execution: Unix Shell Expression Found',",2
117.136.86.220,":'SQL Comment Sequence Detected.',",3
117.136.86.220,":'SQL Injection Attack',",3
117.136.86.220,":'US-ASCII Malformed Encoding XSS Filter - Attack Detected.',",3
117.136.86.220,":'XSS Filter - Category 1: Script Tag Vector',",2
117.136.86.220,":'XSS Filter - Category 4: Javascript URI Vector',",2
117.136.86.220,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
117.136.87.19,MSG,0
117.136.87.5,MSG,0
117.136.87.64,MSG,0
117.140.134.101,MSG,0
117.140.134.86,MSG,0
117.151.23.57,MSG,0
117.151.29.55,":'Possible XSS Attack Detected - HTML Tag Handler',",4
117.151.29.55,":'XSS Filter - Category 5: Disallowed HTML Attributes',",4
117.166.25.236,":'PHP Injection Attack: High-Risk PHP Function Call Found',",15
117.166.25.236,":'SQL Injection Attack',",15
117.169.104.100,MSG,0
117.169.104.99,MSG,0
117.169.4.138,":'PHP Injection Attack: High-Risk PHP Function Call Found',",65
117.169.4.138,":'PHP Injection Attack: Low-Value PHP Function Call Found',",4
117.169.4.138,":'PHP Injection Attack: PHP Open Tag Found',",4
117.169.4.138,":'PHP Injection Attack: Variable Function Call Found',",4
117.169.4.138,":'Possible XSS Attack Detected - HTML Tag Handler',",2
117.169.4.138,":'Remote Command Execution: Unix Shell Expression Found',",4
117.169.4.138,":'SQL Injection Attack',",26
117.169.4.138,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
117.169.4.138,MSG,0
117.169.4.144,":'PHP Injection Attack: High-Risk PHP Function Call Found',",171
117.169.4.144,":'PHP Injection Attack: Low-Value PHP Function Call Found',",13
117.169.4.144,":'SQL Comment Sequence Detected.',",5
117.169.4.144,":'SQL Injection Attack',",23
117.169.4.144,MSG,0
117.169.4.146,":'PHP Injection Attack: High-Risk PHP Function Call Found',",94
117.169.4.146,":'SQL Injection Attack',",67
117.169.4.146,MSG,0
117.169.4.151,":'PHP Injection Attack: High-Risk PHP Function Call Found',",166
117.169.4.151,":'PHP Injection Attack: Low-Value PHP Function Call Found',",10
117.169.4.151,":'PHP Injection Attack: PHP Open Tag Found',",10
117.169.4.151,":'PHP Injection Attack: Variable Function Call Found',",10
117.169.4.151,":'Possible XSS Attack Detected - HTML Tag Handler',",2
117.169.4.151,":'Remote Command Execution: Unix Shell Expression Found',",10
117.169.4.151,":'SQL Injection Attack',",20
117.169.4.151,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
117.169.4.151,MSG,0
117.169.4.166,MSG,0
117.169.4.173,MSG,0
117.169.86.129,":'PHP Injection Attack: High-Risk PHP Function Call Found',",106
117.169.86.129,":'PHP Injection Attack: Low-Value PHP Function Call Found',",17
117.169.86.129,":'PHP Injection Attack: PHP Open Tag Found',",25
117.169.86.129,":'PHP Injection Attack: Variable Function Call Found',",9
117.169.86.129,":'Path Traversal Attack (/../)',",8
117.169.86.129,":'Possible XSS Attack Detected - HTML Tag Handler',",2
117.169.86.129,":'Remote Command Execution: Unix Shell Expression Found',",9
117.169.86.129,":'SQL Comment Sequence Detected.',",8
117.169.86.129,":'SQL Injection Attack',",46
117.169.86.129,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
117.169.86.129,MSG,0
117.169.86.133,":'PHP Injection Attack: High-Risk PHP Function Call Found',",76
117.169.86.133,":'SQL Injection Attack',",9
117.169.86.133,MSG,0
117.169.86.143,":'PHP Injection Attack: High-Risk PHP Function Call Found',",145
117.169.86.143,":'PHP Injection Attack: Low-Value PHP Function Call Found',",7
117.169.86.143,":'PHP Injection Attack: PHP Open Tag Found',",8
117.169.86.143,":'SQL Comment Sequence Detected.',",15
117.169.86.143,":'SQL Injection Attack',",50
117.169.86.143,MSG,0
117.169.86.169,":'PHP Injection Attack: High-Risk PHP Function Call Found',",80
117.169.86.169,":'PHP Injection Attack: Low-Value PHP Function Call Found',",4
117.169.86.169,":'PHP Injection Attack: PHP Open Tag Found',",4
117.169.86.169,":'SQL Comment Sequence Detected.',",4
117.169.86.169,":'SQL Injection Attack',",5
117.169.86.169,MSG,0
117.169.86.173,":'PHP Injection Attack: High-Risk PHP Function Call Found',",91
117.169.86.173,":'PHP Injection Attack: Low-Value PHP Function Call Found',",6
117.169.86.173,":'PHP Injection Attack: PHP Open Tag Found',",12
117.169.86.173,":'PHP Injection Attack: Variable Function Call Found',",6
117.169.86.173,":'Path Traversal Attack (/../)',",6
117.169.86.173,":'Remote Command Execution: Unix Shell Expression Found',",6
117.169.86.173,":'SQL Injection Attack',",15
117.169.86.173,MSG,0
117.169.86.195,":'PHP Injection Attack: High-Risk PHP Function Call Found',",58
117.169.86.195,":'SQL Injection Attack',",54
117.169.86.195,MSG,0
117.18.4.96,":'PHP Injection Attack: High-Risk PHP Function Call Found',",457
117.18.4.96,":'PHP Injection Attack: Low-Value PHP Function Call Found',",443
117.18.4.96,":'PHP Injection Attack: Variables Found',",443
117.18.4.96,":'SQL Injection Attack',",457
117.27.239.172,":'PHP Injection Attack: High-Risk PHP Function Call Found',",4
117.27.239.172,MSG,0
117.29.192.20,MSG,0
117.32.216.116,MSG,0
117.34.70.83,MSG,0
117.40.196.33,":'PHP Injection Attack: High-Risk PHP Function Call Found',",867
117.40.196.33,":'PHP Injection Attack: PHP Open Tag Found',",503
117.40.196.33,":'Path Traversal Attack (/../)',",136
117.40.196.33,":'Possible XSS Attack Detected - HTML Tag Handler',",71
117.40.196.33,":'SQL Comment Sequence Detected.',",136
117.40.196.33,":'XSS Filter - Category 5: Disallowed HTML Attributes',",71
117.41.182.36,":'PHP Injection Attack: High-Risk PHP Function Call Found',",116
117.41.182.36,":'Remote Command Execution: Wildcard bypass technique attempt',",70
117.41.182.36,":'SQL Comment Sequence Detected.',",70
117.41.182.36,MSG,0
117.41.183.82,":'PHP Injection Attack: High-Risk PHP Function Call Found',",64639
117.41.183.82,":'PHP Injection Attack: Low-Value PHP Function Call Found',",10945
117.41.183.82,":'Remote Command Execution: Unix Shell Expression Found',",5
117.41.183.82,":'SQL Comment Sequence Detected.',",10950
117.41.183.82,":'SQL Injection Attack',",24294
117.41.183.89,":'PHP Injection Attack: High-Risk PHP Function Call Found',",328
117.41.183.89,":'PHP Injection Attack: Low-Value PHP Function Call Found',",16
117.41.183.89,":'Remote Command Execution: Wildcard bypass technique attempt',",143
117.41.183.89,":'SQL Comment Sequence Detected.',",143
117.41.183.89,MSG,0
117.48.208.106,MSG,0
117.50.79.155,":'PHP Injection Attack: High-Risk PHP Function Call Found',",10843
117.50.79.155,":'PHP Injection Attack: Low-Value PHP Function Call Found',",9918
117.50.79.155,":'PHP Injection Attack: Variables Found',",9888
117.50.79.155,":'SQL Comment Sequence Detected.',",6
117.50.79.155,":'SQL Injection Attack',",10843
117.60.122.125,MSG,0
117.60.49.43,MSG,0
117.61.10.124,MSG,0
117.62.59.107,MSG,0
117.63.215.92,MSG,0
117.63.69.223,MSG,0
117.64.224.223,MSG,0
117.65.38.222,MSG,0
117.71.61.186,MSG,0
117.81.36.97,MSG,0
117.85.72.32,MSG,0
117.85.73.98,MSG,0
117.85.80.191,MSG,0
117.85.86.63,MSG,0
117.89.213.45,MSG,0
117.90.0.145,MSG,0
117.92.229.20,":'Path Traversal Attack (/../)',",1
117.93.147.24,MSG,0
118.107.180.168,MSG,0
118.118.66.215,":'PHP Injection Attack: High-Risk PHP Function Call Found',",9027
118.118.66.215,":'PHP Injection Attack: Low-Value PHP Function Call Found',",8499
118.118.66.215,":'PHP Injection Attack: Variables Found',",8499
118.118.66.215,":'SQL Injection Attack',",9027
118.118.67.214,":'PHP Injection Attack: High-Risk PHP Function Call Found',",7566
118.118.67.214,":'PHP Injection Attack: Low-Value PHP Function Call Found',",7292
118.118.67.214,":'PHP Injection Attack: Variables Found',",7292
118.118.67.214,":'SQL Injection Attack',",7566
118.118.69.67,":'PHP Injection Attack: High-Risk PHP Function Call Found',",13050
118.118.69.67,":'PHP Injection Attack: Low-Value PHP Function Call Found',",12453
118.118.69.67,":'PHP Injection Attack: Variables Found',",12453
118.118.69.67,":'SQL Injection Attack',",13050
118.118.71.87,":'PHP Injection Attack: High-Risk PHP Function Call Found',",8624
118.118.71.87,":'PHP Injection Attack: Low-Value PHP Function Call Found',",8052
118.118.71.87,":'PHP Injection Attack: Variables Found',",8052
118.118.71.87,":'SQL Injection Attack',",8624
118.120.52.7,":'PHP Injection Attack: High-Risk PHP Function Call Found',",18117
118.120.52.7,":'PHP Injection Attack: Low-Value PHP Function Call Found',",17354
118.120.52.7,":'PHP Injection Attack: Variables Found',",17326
118.120.52.7,":'SQL Comment Sequence Detected.',",18
118.120.52.7,":'SQL Injection Attack',",18117
118.121.231.45,":'SQL Comment Sequence Detected.',",1
118.121.231.45,":'SQL Injection Attack',",1
118.123.11.138,":'PHP Injection Attack: High-Risk PHP Function Call Found',",756
118.123.11.138,":'Remote Command Execution: Unix Shell Expression Found',",5438
118.123.11.138,":'SQL Comment Sequence Detected.',",5438
118.123.11.138,":'SQL Injection Attack',",756
118.123.19.249,":'PHP Injection Attack: Low-Value PHP Function Call Found',",24
118.123.19.249,":'Path Traversal Attack (/../)',",87
118.123.19.249,":'Remote Command Execution: Unix Shell Expression Found',",8
118.123.244.231,":'PHP Injection Attack: High-Risk PHP Function Call Found',",3950
118.123.244.231,":'PHP Injection Attack: Low-Value PHP Function Call Found',",3862
118.123.244.231,":'PHP Injection Attack: Variables Found',",3856
118.123.244.231,":'SQL Comment Sequence Detected.',",2
118.123.244.231,":'SQL Injection Attack',",3950
118.123.3.89,MSG,0
118.126.110.204,":'PHP Injection Attack: High-Risk PHP Function Call Found',",362
118.126.110.204,":'SQL Injection Attack',",359
118.178.132.172,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
118.178.132.172,MSG,0
118.179.216.188,MSG,0
118.184.178.248,MSG,0
118.190.206.203,MSG,0
118.193.157.161,MSG,0
118.193.226.211,":'PHP Injection Attack: High-Risk PHP Function Call Found',",28080
118.193.226.211,":'PHP Injection Attack: Low-Value PHP Function Call Found',",27210
118.193.226.211,":'PHP Injection Attack: Variables Found',",27130
118.193.226.211,":'SQL Comment Sequence Detected.',",25
118.193.226.211,":'SQL Injection Attack',",28080
118.202.161.24,MSG,0
118.202.225.8,MSG,0
118.202.255.141,MSG,0
118.202.255.148,MSG,0
118.24.139.48,":'PHP Injection Attack: High-Risk PHP Function Call Found',",93499
118.24.139.48,":'PHP Injection Attack: Low-Value PHP Function Call Found',",18118
118.24.139.48,":'PHP Injection Attack: Variable Function Call Found',",76
118.24.139.48,":'Remote Command Execution: Unix Shell Expression Found',",76
118.24.139.48,":'SQL Comment Sequence Detected.',",19221
118.24.139.48,":'SQL Injection Attack',",28354
118.24.145.37,":'PHP Injection Attack: High-Risk PHP Function Call Found',",100916
118.24.145.37,":'PHP Injection Attack: Low-Value PHP Function Call Found',",19478
118.24.145.37,":'PHP Injection Attack: Variable Function Call Found',",79
118.24.145.37,":'Remote Command Execution: Unix Shell Expression Found',",79
118.24.145.37,":'SQL Comment Sequence Detected.',",20559
118.24.145.37,":'SQL Injection Attack',",31102
118.24.155.194,MSG,0
118.24.16.231,":'IE XSS Filters - Attack Detected.',",184
118.24.16.231,":'PHP Injection Attack: High-Risk PHP Function Call Found',",18199
118.24.16.231,":'PHP Injection Attack: Low-Value PHP Function Call Found',",535
118.24.16.231,":'PHP Injection Attack: PHP Open Tag Found',",893
118.24.16.231,":'PHP Injection Attack: Variable Function Call Found',",178
118.24.16.231,":'Path Traversal Attack (/../)',",177
118.24.16.231,":'Possible XSS Attack Detected - HTML Tag Handler',",316
118.24.16.231,":'Remote Command Execution: Unix Shell Expression Found',",178
118.24.16.231,":'Remote Command Execution: Wildcard bypass technique attempt',",184
118.24.16.231,":'SQL Comment Sequence Detected.',",722
118.24.16.231,":'SQL Injection Attack',",4456
118.24.16.231,":'XSS Filter - Category 3: Attribute Vector',",184
118.24.16.231,":'XSS Filter - Category 4: Javascript URI Vector',",184
118.24.16.231,":'XSS Filter - Category 5: Disallowed HTML Attributes',",316
118.24.181.137,":'PHP Injection Attack: High-Risk PHP Function Call Found',",108894
118.24.181.137,":'PHP Injection Attack: Low-Value PHP Function Call Found',",24273
118.24.181.137,":'PHP Injection Attack: Variable Function Call Found',",46
118.24.181.137,":'Remote Command Execution: Unix Shell Expression Found',",46
118.24.181.137,":'SQL Comment Sequence Detected.',",25272
118.24.181.137,":'SQL Injection Attack',",38200
118.24.182.232,":'PHP Injection Attack: High-Risk PHP Function Call Found',",46137
118.24.182.232,":'PHP Injection Attack: Low-Value PHP Function Call Found',",9292
118.24.182.232,":'PHP Injection Attack: Variable Function Call Found',",20
118.24.182.232,":'Remote Command Execution: Unix Shell Expression Found',",20
118.24.182.232,":'SQL Comment Sequence Detected.',",9762
118.24.182.232,":'SQL Injection Attack',",14618
118.24.182.232,MSG,0
118.24.186.21,":'PHP Injection Attack: High-Risk PHP Function Call Found',",125379
118.24.186.21,":'PHP Injection Attack: Low-Value PHP Function Call Found',",23085
118.24.186.21,":'PHP Injection Attack: Variable Function Call Found',",117
118.24.186.21,":'Remote Command Execution: Unix Shell Expression Found',",117
118.24.186.21,":'SQL Comment Sequence Detected.',",24627
118.24.186.21,":'SQL Injection Attack',",36015
118.24.186.21,MSG,0
118.250.131.156,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2356
118.250.131.156,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1631
118.250.131.156,":'PHP Injection Attack: PHP Open Tag Found',",393
118.250.131.156,":'PHP Injection Attack: Variable Function Call Found',",27
118.250.131.156,":'PHP Injection Attack: Variables Found',",20
118.250.131.156,":'Path Traversal Attack (/../)',",115
118.250.131.156,":'Possible XSS Attack Detected - HTML Tag Handler',",40
118.250.131.156,":'SQL Comment Sequence Detected.',",360
118.250.131.156,":'SQL Injection Attack',",1963
118.250.131.156,":'XSS Filter - Category 3: Attribute Vector',",109
118.250.131.156,":'XSS Filter - Category 5: Disallowed HTML Attributes',",40
119.102.38.47,MSG,0
119.108.171.241,":'PHP Injection Attack: High-Risk PHP Function Call Found',",13758
119.108.171.241,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1375
119.108.171.241,":'SQL Comment Sequence Detected.',",1500
119.108.171.241,":'SQL Injection Attack',",3528
119.108.176.58,MSG,0
119.109.0.14,MSG,0
119.109.0.153,MSG,0
119.109.0.175,MSG,0
119.109.0.192,MSG,0
119.109.0.193,MSG,0
119.109.0.234,MSG,0
119.109.0.50,MSG,0
119.109.0.60,MSG,0
119.109.0.87,MSG,0
119.109.1.133,MSG,0
119.109.1.14,MSG,0
119.109.1.167,MSG,0
119.109.1.179,MSG,0
119.109.1.188,MSG,0
119.109.1.195,MSG,0
119.109.1.37,MSG,0
119.109.10.132,MSG,0
119.109.10.164,MSG,0
119.109.10.210,MSG,0
119.109.10.237,MSG,0
119.109.10.3,MSG,0
119.109.104.210,MSG,0
119.109.105.207,MSG,0
119.109.105.218,MSG,0
119.109.106.153,MSG,0
119.109.106.159,MSG,0
119.109.106.180,MSG,0
119.109.106.230,MSG,0
119.109.107.57,MSG,0
119.109.108.147,MSG,0
119.109.108.167,MSG,0
119.109.108.187,MSG,0
119.109.108.68,MSG,0
119.109.109.119,MSG,0
119.109.109.123,MSG,0
119.109.109.41,MSG,0
119.109.109.82,MSG,0
119.109.11.124,MSG,0
119.109.11.155,MSG,0
119.109.11.242,MSG,0
119.109.110.65,MSG,0
119.109.110.99,MSG,0
119.109.111.130,MSG,0
119.109.111.57,MSG,0
119.109.113.68,MSG,0
119.109.113.96,MSG,0
119.109.114.112,MSG,0
119.109.114.231,MSG,0
119.109.114.4,MSG,0
119.109.115.133,MSG,0
119.109.115.55,MSG,0
119.109.115.62,MSG,0
119.109.116.28,MSG,0
119.109.116.78,MSG,0
119.109.117.219,MSG,0
119.109.117.56,MSG,0
119.109.117.62,MSG,0
119.109.118.198,MSG,0
119.109.118.231,MSG,0
119.109.118.35,MSG,0
119.109.118.65,MSG,0
119.109.119.162,MSG,0
119.109.119.181,MSG,0
119.109.119.206,MSG,0
119.109.119.244,MSG,0
119.109.119.59,MSG,0
119.109.12.156,MSG,0
119.109.12.17,MSG,0
119.109.12.175,MSG,0
119.109.12.69,MSG,0
119.109.120.189,MSG,0
119.109.121.16,MSG,0
119.109.121.214,MSG,0
119.109.121.220,MSG,0
119.109.121.29,MSG,0
119.109.121.31,MSG,0
119.109.122.11,MSG,0
119.109.122.110,MSG,0
119.109.122.139,MSG,0
119.109.122.241,MSG,0
119.109.122.33,MSG,0
119.109.123.120,MSG,0
119.109.124.81,MSG,0
119.109.125.172,MSG,0
119.109.125.191,MSG,0
119.109.125.92,MSG,0
119.109.126.66,MSG,0
119.109.126.68,MSG,0
119.109.127.173,MSG,0
119.109.127.185,MSG,0
119.109.127.199,MSG,0
119.109.127.215,":'Detects MySQL UDF injection and other data/structure manipulation attempts',",75
119.109.127.215,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",46
119.109.127.215,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2
119.109.127.215,":'SQL Comment Sequence Detected.',",63
119.109.127.215,":'SQL Injection Attack',",52
119.109.127.215,":'US-ASCII Malformed Encoding XSS Filter - Attack Detected.',",3
119.109.127.225,MSG,0
119.109.13.133,MSG,0
119.109.13.134,MSG,0
